action_norm_max_to_goal,action_norm_mean_to_goal,category,dataset,episode,eval_index,global_idx,goal_idx,goal_observation_dist,goal_pos_dist_max,goal_pos_dist_mean,goal_pos_dist_sum,goal_qpos_dist,goal_quat_dist_max,goal_quat_dist_mean,k1_success,k4_success,latent_mse_best,latent_mse_improvement_abs,latent_mse_improvement_rel,latent_mse_k1,latent_mse_k4,latent_oracle_depth_2pct,residual_max,residual_mean_k1,residual_mean_k4,seed,start_step
1.6493176656824502,1.1930403233416746,hard_both_fail,cube_single_dynamic_oracle,638,0,128267,128292,5.537323998227099,0.34678097821677706,0.34678097821677706,0.34678097821677706,1.4699038774137227,0.06616326456338002,0.06616326456338002,False,False,0.0026728734374046326,-5.010049790143967e-06,-0.0018744058907032013,0.0026728734374046326,0.0026778834871947765,1,0.00017159958952106535,0.00017159958952106535,1.0421896678991516e-10,42,29
1.5720713278428697,1.1894904080767938,easy_both_success,cube_single_dynamic_oracle,679,1,136513,136538,3.594345728205324,0.22171426571792158,0.22171426571792158,0.22171426571792158,0.8179678827120148,0.16599063163683314,0.16599063163683314,True,True,0.002506143879145384,3.645499236881733e-05,0.014337689615786076,0.002542598871514201,0.002506143879145384,1,0.0005108087789267302,0.0005108087789267302,1.1666955179734373e-09,42,34
1.595066193834937,1.0616228077600587,easy_both_success,cube_single_dynamic_oracle,859,2,172735,172760,1.4259436754919594,2.363586734540915e-12,2.363586734540915e-12,2.363586734540915e-12,0.2431790019780856,2.839973546525536e-11,2.839973546525536e-11,True,True,0.0016820775344967842,-4.146946594119072e-06,-0.0024653717409819365,0.0016820775344967842,0.0016862244810909033,1,1.5082159734447487e-05,1.5082159734447487e-05,1.2960017174018512e-12,42,76
1.3103005671829555,0.5566658530004684,easy_both_success,cube_single_dynamic_oracle,892,3,179377,179402,1.8053112913853284,0.0,0.0,0.0,0.5592262835298394,5.943919721225546e-17,5.943919721225546e-17,True,True,0.0017516971565783024,-2.5799963623285294e-06,-0.001472855219617486,0.0017516971565783024,0.001754277152940631,1,6.553466664627194e-05,6.553466664627194e-05,2.3662113934896922e-11,42,85
1.4617156939351332,0.775368402854321,easy_both_success,cube_single_dynamic_oracle,921,4,185182,185207,2.9171839251499354,0.07600112706613826,0.07600112706613826,0.07600112706613826,1.1640401383584504,0.018754131496626407,0.018754131496626407,True,True,0.0023171843495219946,1.5543075278401375e-05,0.0066630481742322445,0.002332727424800396,0.0023171843495219946,1,0.00010785029007820413,0.00010785029007820413,1.2012069561251337e-08,42,61
1.1632514888141647,0.7664286825203988,easy_both_success,cube_single_dynamic_oracle,941,5,189273,189298,3.443963788614947,0.2248113738452714,0.2248113738452714,0.2248113738452714,0.9800131781315056,0.02233845014021386,0.02233845014021386,True,True,0.0012880652211606503,2.9036658816039562e-05,0.02204587124288082,0.0013171018799766898,0.0012880652211606503,2,0.00027027662144973874,0.00027027662144973874,3.1569045988444344e-11,42,132
1.7135068933828832,0.8325150351691523,depth_hurt_k1_success_k4_fail,cube_single_dynamic_oracle,1281,6,257500,257525,4.0501950029683735,0.2434697527034916,0.2434697527034916,0.2434697527034916,1.2940610594822117,0.12395616837175968,0.12395616837175968,True,False,0.002026807516813278,2.849521115422249e-05,0.013864240609109402,0.0020553027279675007,0.002026807516813278,1,0.00011461049871286377,0.00011461049871286377,5.55645529587423e-11,42,19
1.279256537913939,0.6635360555186086,easy_both_success,cube_single_dynamic_oracle,1652,7,332101,332126,4.267773042083036,0.26830883474993145,0.26830883474993145,0.26830883474993145,1.206019445843609,0.05615271851791748,0.05615271851791748,True,True,0.0017020534723997116,4.351173993200064e-05,0.02492702007293701,0.0017455652123317122,0.0017020534723997116,2,0.0004976877826265991,0.0004976877826265991,4.2093972751899855e-09,42,49
1.0708642838418077,0.7508941766050445,easy_both_success,cube_single_dynamic_oracle,1825,8,366907,366932,1.956327407437702,0.0,0.0,0.0,0.43149909093942423,2.3729939931653693e-17,2.3729939931653693e-17,True,True,0.0019482371862977743,3.046973142772913e-05,0.015398283489048481,0.001978774555027485,0.0019483048235997558,1,7.50469189370051e-05,7.50469189370051e-05,6.508939498495181e-10,42,82
1.15806903417852,0.8847290687865798,depth_hurt_k1_success_k4_fail,cube_single_dynamic_oracle,2014,9,404927,404952,4.157472893659627,0.2643964898567556,0.2643964898567556,0.2643964898567556,1.095952391241893,0.02166957140537038,0.02166957140537038,True,False,0.0023012966848909855,-6.315996870398521e-05,-0.027445383369922638,0.0023012966848909855,0.0023644566535949707,1,0.0003559758188202977,0.0003559758188202977,4.4174427671350713e-07,42,113
1.150973402380406,0.7768897146609208,easy_both_success,cube_single_dynamic_oracle,2272,10,456735,456760,2.75678933433589,0.07155775038854745,0.07155775038854745,0.07155775038854745,1.2118996410998804,0.018047793119141727,0.018047793119141727,True,True,0.0018449581693857908,8.222414180636406e-07,0.0004454702720977366,0.0018457829719409347,0.001844960730522871,1,9.705625416245311e-06,9.705625416245311e-06,6.797525866839016e-13,42,63
1.0002981465824339,0.5862270655596007,hard_both_fail,cube_single_dynamic_oracle,2767,11,556268,556293,2.484989938881345,0.10771981077039793,0.10771981077039793,0.10771981077039793,0.9980510947011049,0.015918498637854692,0.015918498637854692,False,False,0.0026136047672480345,4.0900660678744316e-05,0.015408015809953213,0.002654505427926779,0.0026136047672480345,1,0.00012729305308312178,0.00012729305308312178,8.760944858465791e-09,42,101
1.254884247883626,0.8185666080865033,easy_both_success,cube_single_dynamic_oracle,3545,12,712588,712613,3.7241998986130946,0.24038318293286065,0.24038318293286065,0.24038318293286065,0.8950270901583701,0.045107750477737886,0.045107750477737886,True,True,0.001367795979604125,9.66817606240511e-05,0.06601791083812714,0.0014644777402281761,0.001367795979604125,2,0.00023173906083684415,0.00023173906083684415,7.184489669853633e-10,42,43
2.003626875294884,1.4140385757233713,easy_both_success,cube_single_dynamic_oracle,3707,13,745268,745293,1.520310201841632,2.7744116004366767e-09,2.7744116004366767e-09,2.7744116004366767e-09,0.4322222661108065,2.8669671078476897e-08,2.8669671078476897e-08,True,True,0.0037671737372875214,0.00016983551904559135,0.043138206005096436,0.003937009256333113,0.0037671737372875214,2,0.0002128287887899205,0.0002128287887899205,6.970205301826127e-09,42,161
1.3120451149697032,0.7617943957706342,hard_both_fail,cube_single_dynamic_oracle,4024,14,808839,808864,3.212731248091758,0.17449549728106983,0.17449549728106983,0.17449549728106983,1.1245233391635845,0.009241932136064914,0.009241932136064914,False,False,0.002330702729523182,-7.818196900188923e-05,-0.033544376492500305,0.002330702729523182,0.002408884698525071,1,0.000143656216096133,0.000143656216096133,1.4333969566848737e-09,42,15
0.9541570337638551,0.6116610594276837,easy_both_success,cube_single_dynamic_oracle,4330,15,870336,870361,2.9799601377396288,0.025664437929222485,0.025664437929222485,0.025664437929222485,1.1967257233932855,0.01570574692185793,0.01570574692185793,True,True,0.0020415838807821274,1.565227285027504e-05,0.007608398795127869,0.0020572361536324024,0.0020415838807821274,1,0.00016893315478228033,0.00016893315478228033,5.284176429753984e-10,42,6
1.2574795762472177,1.0429943505116874,easy_both_success,cube_single_dynamic_oracle,4388,16,882105,882130,2.2818465858416457,0.13530669404435672,0.13530669404435672,0.13530669404435672,0.4685172019305888,0.023105381578565624,0.023105381578565624,True,True,0.0014899367233738303,-1.3181590475142002e-05,-0.00884708110243082,0.0014899367233738303,0.0015031183138489723,1,0.00018893001833930612,0.00018893001833930612,2.9673755119752343e-10,42,117
1.6780178168909279,1.2393638819484272,hard_both_fail,cube_single_dynamic_oracle,4434,17,891249,891274,4.07036281889952,0.17462972206715402,0.17462972206715402,0.17462972206715402,1.9849534178437644,0.39217881299461144,0.39217881299461144,False,False,0.0027308515273034573,-2.600718289613724e-07,-9.523470362182707e-05,0.0027308515273034573,0.0027311115991324186,1,5.157656232768204e-06,5.157656232768204e-06,4.310058386580717e-12,42,15
1.3302118198611805,0.7702994023513264,easy_both_success,cube_single_dynamic_oracle,4456,18,895808,895833,3.2746972250660513,0.005939809316577604,0.005939809316577604,0.005939809316577604,1.3780727148909961,0.00905110290069068,0.00905110290069068,True,True,0.002243449678644538,1.229485496878624e-05,0.005450266879051924,0.0022558262571692467,0.0022435314022004604,1,8.483999408781528e-05,8.483999408781528e-05,5.392042923269003e-10,42,152
0.9883633583188116,0.6286526745077363,easy_both_success,cube_single_dynamic_oracle,4503,19,905240,905265,3.7087986082312985,0.2000714072385477,0.2000714072385477,0.2000714072385477,1.0718689181390217,0.01846061269350296,0.01846061269350296,True,True,0.001496699871495366,4.227505996823311e-06,0.002816596068441868,0.0015009273774921894,0.001496699871495366,1,0.00010290488717146218,0.00010290488717146218,2.1879989486883744e-10,42,137
0.8425174833355722,0.44235902362515583,easy_both_success,cube_single_dynamic_oracle,4504,20,905399,905424,2.719531348834553,0.023300004580175414,0.023300004580175414,0.023300004580175414,1.1183416682533651,0.015524619754763333,0.015524619754763333,True,True,0.0013244925066828728,4.036352038383484e-06,0.003038211725652218,0.0013285288587212563,0.0013244925066828728,1,6.279254739638418e-05,6.279254739638418e-05,1.1269145203584782e-13,42,95
1.353431437742897,1.0239053960846913,easy_both_success,cube_single_dynamic_oracle,5003,21,1005679,1005704,1.5778064261541236,8.611983195540143e-12,8.611983195540143e-12,8.611983195540143e-12,0.20664944101532948,1.2440464581027055e-10,1.2440464581027055e-10,True,True,0.002478921553120017,-1.5648547559976578e-06,-0.0006312643527053297,0.002478921553120017,0.0024804864078760147,1,4.260935747879557e-05,4.260935747879557e-05,3.647270853390783e-12,42,76
1.755696290390395,1.2345561241666396,depth_helped_k1_fail_k4_success,cube_single_dynamic_oracle,5132,22,1031561,1031586,4.754937875497084,0.30847637488027446,0.30847637488027446,0.30847637488027446,0.9846156318078892,0.17089508275196968,0.17089508275196968,False,True,0.002329910174012184,-6.528222002089024e-05,-0.028019201010465622,0.002329910174012184,0.0023951923940330744,1,0.0004289865610189736,0.0004289865610189736,5.817996751034116e-09,42,29
1.2059712689663038,1.0369096339873807,easy_both_success,cube_single_dynamic_oracle,5264,23,1058181,1058206,3.315475230806508,0.20505559429938058,0.20505559429938058,0.20505559429938058,0.8002813262347207,0.022236097438830302,0.022236097438830302,True,True,0.0012416732497513294,4.735775291919708e-06,0.0037987888790667057,0.001246653962880373,0.0012419181875884533,1,0.0002773695159703493,0.0002773695159703493,1.3187938241454589e-10,42,117
1.4056766001214578,1.0853667311442985,easy_both_success,cube_single_dynamic_oracle,5454,24,1096293,1096318,3.132417210304425,0.19199065947336108,0.19199065947336108,0.19199065947336108,0.7102142230604991,0.05113969300185637,0.05113969300185637,True,True,0.0023109661415219307,8.166092447936535e-05,0.034019749611616135,0.0024003975559026003,0.002318736631423235,2,0.0004245246236678213,0.0004245246236678213,3.4351873523519316e-07,42,39
1.1310914084217087,0.6076068156618364,easy_both_success,cube_single_dynamic_oracle,5545,25,1114684,1114709,3.5454715507575694,0.192020928461916,0.192020928461916,0.192020928461916,1.0957222865092129,0.020818659278249742,0.020818659278249742,True,True,0.0019615949131548405,-5.334382876753807e-06,-0.0027194111607968807,0.0019615949131548405,0.0019669292960315943,1,0.0001766856003087014,0.0001766856003087014,7.299558180129395e-10,42,139
1.3260332781586508,0.6690844142150197,easy_both_success,cube_single_dynamic_oracle,6316,26,1269622,1269647,3.3800570417047338,0.18555786223314644,0.18555786223314644,0.18555786223314644,1.227949332965809,0.024377259015338278,0.024377259015338278,True,True,0.0016039391048252583,1.328461803495884e-05,0.00821445882320404,0.001617223722860217,0.0016039391048252583,1,5.843887265655212e-05,5.843887265655212e-05,3.0447649956855116e-10,42,106
1.1377478210365783,0.6880738029166389,hard_both_fail,cube_single_dynamic_oracle,6438,27,1294136,1294161,2.688302876213335,0.11400335384405384,0.11400335384405384,0.11400335384405384,1.0720881312887003,0.017106495941476573,0.017106495941476573,False,False,0.001639879192225635,1.4211982488632202e-06,0.000865864334627986,0.0016413636039942503,0.001639942405745387,1,4.686287138611078e-05,4.686287138611078e-05,1.0332425019743408e-11,42,98
1.0031445429627375,0.6269246265875059,easy_both_success,cube_single_dynamic_oracle,6545,28,1315639,1315664,3.421103069270836,0.006994321530545226,0.006994321530545226,0.006994321530545226,1.339748600765135,0.027288007413094912,0.027288007413094912,True,True,0.0015017034020274878,1.147598959505558e-05,0.00758402468636632,0.0015131793916225433,0.0015017034020274878,1,0.00016099766071420163,0.00016099766071420163,6.232700466846097e-10,42,94
1.5632807946187945,1.2410063636843847,easy_both_success,cube_single_dynamic_oracle,6779,29,1362611,1362636,2.521554137133329,0.10122016463434778,0.10122016463434778,0.10122016463434778,0.8315293313236448,0.3319871171388922,0.3319871171388922,True,True,0.0031419447623193264,-0.0001445855014026165,-0.046017836779356,0.0031419447623193264,0.003286530263721943,1,0.000766671437304467,0.000766671437304467,7.321023076656274e-08,42,32
1.0480829637286861,0.6542227432313789,easy_both_success,cube_single_dynamic_oracle,6973,30,1401662,1401687,2.918961367620764,0.004345055949200767,0.004345055949200767,0.004345055949200767,1.3844928809109218,0.005043560472020008,0.005043560472020008,True,True,0.0015211960999295115,-1.1665979400277138e-06,-0.0007668951875530183,0.0015211960999295115,0.0015223626978695393,1,2.9904909752076492e-05,2.9904909752076492e-05,3.927348030119404e-12,42,89
1.6497301277008756,1.3431844174739682,hard_both_fail,cube_single_dynamic_oracle,7005,31,1408039,1408064,5.47765712816812,0.3721868093010369,0.3721868093010369,0.3721868093010369,1.0249505492434496,0.08451395614938184,0.08451395614938184,False,False,0.004497171845287085,6.31473958492279e-05,0.013808333314955235,0.004573136568069458,0.00450998917222023,1,0.0004985491978004575,0.0004985491978004575,1.1409481359692109e-08,42,34
